-,-,-
22, -123, 975
14, -120, 1032
-8, -135, 1084
-20, -183, 1068
-17, -204, 1048
-31, -254, 1060
-56, -283, 1107
-71, -322, 1117
-53, -353, 1078
-10, -363, 1033
-7, -355, 1017
-7, -355, 1017
-22, -323, 1057
-21, -290, 1061
3, -258, 988
-3, -206, 1003
-29, -140, 1006
-39, -60, 995
-43, 5, 979
-43, 5, 979
-8, 8, 938
50, 0, 911
50, 0, 911
45, 64, 965
-5, 174, 981
-69, 216, 1015
-50, 253, 1026
-50, 253, 1026
-40, 293, 1044
-41, 324, 1080
-3, 290, 1036
-,-,-
48, -89, 1046
59, -132, 1023
43, -138, 1050
44, -157, 1052
41, -150, 1085
40, -150, 1108
28, -161, 1067
5, -161, 1060
5, -161, 1060
-9, -191, 1084
-24, -201, 1075
-3, -218, 1043
38, -213, 1035
32, -180, 1050
1, -137, 1069
8, -147, 1045
40, -141, 1025
40, -141, 1025
52, -125, 1040
50, -109, 1056
35, -74, 1068
24, -11, 1058
36, 50, 1064
43, 54, 1051
43, 54, 1051
62, 64, 1029
-,-,-
26, -137, 1068
7, -158, 1080
8, -214, 1105
-9, -234, 1148
-7, -289, 1153
17, -318, 1187
17, -318, 1187
5, -262, 1203
-2, -248, 1151
8, -251, 1111
13, -258, 1090
7, -262, 1078
0, -238, 1065
-15, -204, 1068
-15, -204, 1068
-24, -173, 1071
0, -183, 977
9, -139, 983
5, -84, 965
1, -47, 956
1, -47, 956
28, -45, 945
38, -5, 965
36, 84, 997
36, 84, 997
34, 185, 1047
38, 261, 1063
73, 257, 1003
94, 293, 1003
94, 293, 1003
114, 304, 971
110, 308, 954
107, 313, 920
-,-,-
43, -71, 1029
43, -71, 1029
9, -67, 1106
8, -93, 1116
26, -146, 1086
25, -166, 1111
15, -155, 1123
9, -151, 1080
9, -151, 1080
36, -177, 1067
29, -173, 1063
9, -164, 1061
-5, -137, 1074
24, -141, 1049
47, -119, 1066
39, -108, 1060
39, -108, 1060
48, -103, 1031
53, -54, 1054
60, -36, 1048
80, -62, 996
98, -41, 975
98, -41, 975
101, -23, 945
85, 19, 995
79, 116, 1003
94, 149, 944
94, 149, 944
115, 121, 932
122, 161, 958
112, 245, 998
111, 274, 1019
161, 199, 945
161, 199, 945
183, 184, 938
179, 187, 933
144, 258, 966
123, 330, 986
-,-,-
1, -150, 1110
-7, -126, 1147
-11, -153, 1197
7, -163, 1145
22, -136, 1144
28, -138, 1117
28, -138, 1117
10, -137, 1130
3, -164, 1105
-5, -183, 1085
-10, -190, 1087
13, -253, 1035
47, -282, 1022
56, -255, 1057
35, -199, 1109
35, -199, 1109
38, -180, 1081
48, -152, 1038
54, -96, 1026
52, -36, 1061
49, 10, 1048
55, 46, 1009
55, 46, 1009
62, 84, 996
86, 104, 955
95, 121, 968
95, 121, 968
88, 162, 987
94, 208, 936
119, 216, 892
145, 234, 935
145, 234, 935
136, 296, 999
149, 319, 959
178, 290, 872
176, 283, 881
171, 280, 889
171, 280, 889
152, 339, 946
-,-,-
43, -158, 1048
23, -224, 1118
23, -224, 1118
13, -265, 1212
0, -293, 1258
-13, -326, 1285
-37, -355, 1303
-56, -344, 1343
-20, -327, 1312
0, -312, 1247
-3, -266, 1189
23, -271, 1073
23, -271, 1073
38, -225, 1023
50, -188, 1019
51, -182, 1006
43, -108, 1007
57, -29, 938
98, 0, 860
98, 0, 860
115, 19, 878
115, 57, 925
111, 119, 952
111, 119, 952
99, 163, 948
105, 175, 908
118, 157, 895
91, 211, 970
68, 252, 1042
68, 252, 1042
67, 253, 998
100, 248, 946
115, 244, 932
108, 247, 953
106, 239, 947
106, 239, 947
119, 220, 916
131, 223, 882
126, 235, 888
104, 250, 927
92, 262, 985
92, 262, 985
92, 256, 943
-,-,-
-37, -176, 1212
-60, -171, 1371
-85, -176, 1387
-65, -158, 1339
-56, -127, 1296
-32, -160, 1241
-1, -196, 1214
18, -215, 1181
18, -215, 1181
42, -215, 1077
63, -220, 1010
84, -253, 979
77, -248, 1006
63, -228, 1028
67, -190, 1008
88, -150, 964
88, -150, 964
88, -124, 985
85, -116, 981
83, -82, 1003
82, -14, 995
127, -35, 929
127, -35, 929
157, -57, 895
137, -22, 932
113, 53, 956
115, 118, 962
112, 147, 933
112, 147, 933
95, 176, 947
91, 213, 977
86, 258, 1021
114, 237, 1002
157, 211, 970
157, 211, 970
159, 223, 970
127, 278, 989
110, 293, 975
104, 281, 960
109, 248, 913
109, 248, 913
103, 255, 932
83, 293, 1007
-,-,-
-75, -47, 1223
-75, -47, 1223
-107, -35, 1341
-88, -134, 1332
-88, -239, 1306
-91, -252, 1373
-91, -217, 1396
-68, -225, 1306
-18, -252, 1161
16, -300, 1079
18, -283, 1075
-10, -247, 1108
-2, -220, 1075
6, -220, 984
6, -220, 984
8, -185, 949
14, -132, 956
18, -104, 979
17, -64, 982
17, -64, 982
29, -51, 946
54, -21, 909
72, -7, 930
72, -7, 930
69, 15, 941
69, 67, 961
90, 124, 926
90, 124, 926
111, 139, 897
109, 142, 932
79, 213, 967
54, 298, 998
54, 298, 998
57, 329, 999
70, 324, 993
100, 303, 980
114, 294, 928
114, 294, 928
114, 304, 921
122, 296, 921
109, 317, 976
84, 362, 1015
-,-,-
95, -73, 1029
95, -163, 1029
23, -114, 1226
-23, -110, 1354
-16, -179, 1354
-16, -195, 1317
-37, -148, 1326
-48, -100, 1309
-45, -98, 1253
9, -137, 1116
51, -157, 1072
51, -157, 1072
72, -151, 1071
74, -131, 1044
48, -106, 996
32, -67, 993
38, -50, 1021
58, -49, 1084
58, -49, 1084
56, -38, 1077
32, 10, 1057
33, 57, 1019
46, 78, 981
46, 78, 981
60, 57, 983
50, 59, 978
44, 100, 958
44, 100, 958
54, 159, 929
79, 185, 875
106, 169, 862
107, 201, 892
107, 201, 892
113, 271, 915
123, 303, 873
134, 326, 815
100, 394, 886
33, 519, 949
33, 519, 949
-,-,-
-46, -45, 1220
-46, -45, 1220
-75, -46, 1337
-92, -42, 1345
-95, -53, 1343
-71, -92, 1301
-59, -115, 1237
-57, -134, 1174
-50, -153, 1135
-22, -158, 1083
-3, -171, 1040
6, -173, 1036
6, -173, 1036
0, -137, 1080
-3, -111, 1055
0, -81, 1028
1, -78, 1024
2, -67, 1056
2, -67, 1056
24, -55, 1058
34, -26, 1052
30, 15, 1043
29, 60, 1028
29, 60, 1028
43, 108, 1025
49, 153, 1027
34, 198, 1038
42, 217, 981
42, 217, 981
58, 249, 989
65, 277, 996
62, 308, 967
53, 340, 944
53, 340, 944
70, 336, 912
89, 335, 887
108, 334, 861
109, 322, 838
109, 322, 838
115, 309, 826
113, 299, 863
87, 333, 933
-,-,-
-16, -117, 1198
-39, -105, 1211
-69, -97, 1354
-89, -87, 1369
-90, -111, 1301
-75, -110, 1263
-74, -82, 1253
-82, -61, 1254
-62, -100, 1201
-30, -120, 1127
-30, -120, 1127
8, -134, 1084
8, -95, 1098
-24, -49, 1108
-52, -6, 1126
-43, 28, 1082
-9, 44, 1058
-9, 44, 1058
12, 50, 1041
21, 63, 1007
34, 80, 975
34, 80, 975
65, 116, 953
93, 126, 949
96, 144, 963
89, 173, 935
89, 173, 935
88, 213, 927
76, 255, 957
93, 221, 917
93, 221, 917
102, 216, 921
104, 247, 929
114, 271, 917
101, 308, 885
119, 300, 819
119, 300, 819
157, 259, 814
-,-,-
-23, -55, 1174
-13, -42, 1159
-17, -80, 1214
-35, -88, 1239
-98, -42, 1312
-116, -16, 1330
-92, -38, 1253
-82, -49, 1201
-82, -49, 1201
-61, -53, 1116
-33, -66, 1077
-2, -51, 1075
-7, -17, 1060
-28, 10, 1046
-24, 18, 1033
2, 11, 1019
2, 11, 1019
20, 46, 1036
13, 95, 1029
-1, 139, 997
-1, 139, 997
-14, 193, 1008
2, 194, 998
13, 190, 993
13, 190, 993
25, 192, 1008
29, 219, 997
41, 243, 954
46, 256, 932
46, 256, 932
55, 252, 934
53, 253, 933
38, 305, 940
